Identifier,RIBO_GLY_1,RNA_GLY_1
NC_002516.2:770847-771326:+,1,0
NC_002516.2:771331-772275:+,1,4
NC_002516.2:772275-772700:+,1,2
NC_002516.2:772710-773696:+,0,3
NC_002516.2:773768-774433:+,2,3
NC_002516.2:774416-775321:-,2,1
NC_002516.2:775400-776716:-,6,5
NC_002516.2:776787-778181:-,19,6
NC_002516.2:778309-779208:-,73,87
NC_002516.2:779463-780101:-,68,32
NC_002516.2:780194-780973:-,2,0
NC_002516.2:781259-782113:-,12,6
NC_002516.2:782229-782525:+,3,0
NC_002516.2:782570-782965:+,0,1
NC_002516.2:783009-783515:-,1,1
NC_002516.2:783576-783833:-,2,8
NC_002516.2:784173-784466:+,1,1
NC_002516.2:784698-785174:+,1,2
NC_002516.2:785969-786925:+,217,105
NC_002516.2:786928-788253:+,198,87
NC_002516.2:789360-789650:+,6,1
NC_002516.2:789654-790031:+,6,1
NC_002516.2:790166-790600:+,9,3
NC_002516.2:790617-790709:+,0,1
NC_002516.2:790722-790973:+,32,4
NC_002516.2:790986-791234:+,52,11
NC_002516.2:791370-792632:+,6,6
NC_002516.2:792637-792993:+,1,0
NC_002516.2:792997-794271:+,1,7
NC_002516.2:794501-795793:+,7,6
NC_002516.2:795793-796776:+,6,12
NC_002516.2:797251-797598:+,32,15
NC_002516.2:797925-798827:-,169,71
NC_002516.2:799279-800016:-,39,14
NC_002516.2:800096-801139:-,10,9
NC_002516.2:801275-801967:-,9,18
NC_002516.2:801967-802239:-,10,8
NC_002516.2:802260-803075:-,30,4
NC_002516.2:803072-804148:-,46,11
NC_002516.2:804381-804560:+,20,33
NC_002516.2:804656-805111:+,4,11
NC_002516.2:805228-805473:+,2,0
NC_002516.2:805788-806702:-,8,12
NC_002516.2:806805-808781:+,11,2
NC_002516.2:808816-809457:-,7,5
NC_002516.2:809574-810218:-,19,4
NC_002516.2:810275-811171:-,13,6
NC_002516.2:811283-812386:-,16,7
NC_002516.2:812445-813263:-,22,6
NC_002516.2:813329-814492:-,4,3
NC_002516.2:814504-816012:-,7,15
NC_002516.2:817082-817903:+,16,11
NC_002516.2:818003-818698:+,52,7
NC_002516.2:818825-819862:-,4,1
NC_002516.2:819855-821372:-,20,5
NC_002516.2:821383-821853:-,11,1
NC_002516.2:821902-822885:-,42,4
NC_002516.2:822915-824198:-,18,6
NC_002516.2:824409-825080:+,23,14
NC_002516.2:825073-826455:+,16,19
NC_002516.2:826463-827299:-,56,24
NC_002516.2:827400-828344:-,33,27
NC_002516.2:828617-828871:+,95,45
NC_002516.2:829276-830892:-,63,20
NC_002516.2:831301-831882:+,150,448
NC_002516.2:831914-832498:+,211,338
NC_002516.2:832507-833457:+,54,125
NC_002516.2:833454-833909:+,35,68
NC_002516.2:833949-835373:+,429,223
NC_002516.2:835523-837322:+,261,139
NC_002516.2:837328-838182:+,132,73
NC_002516.2:838351-838728:+,78,30
NC_002516.2:838725-839414:+,43,31
NC_002516.2:839407-840324:+,73,57
NC_002516.2:840385-841086:+,8,8
NC_002516.2:841079-841825:+,49,14
NC_002516.2:841913-842881:-,28,8
NC_002516.2:842878-843618:-,15,5
NC_002516.2:843723-844295:-,0,2
NC_002516.2:844427-845179:-,3,7
NC_002516.2:845278-845682:-,19,5
NC_002516.2:845793-848192:-,293,85
NC_002516.2:848383-849135:+,10,5
NC_002516.2:849256-851319:-,2217,232
NC_002516.2:851783-854965:+,55,68
NC_002516.2:855277-856797:+,39,25
NC_002516.2:856942-857871:-,31,14
NC_002516.2:857998-858636:+,8,0
NC_002516.2:858646-858951:+,0,2
NC_002516.2:859007-860170:+,9,9
NC_002516.2:860175-863300:-,4,14
NC_002516.2:863455-863664:+,9,6
NC_002516.2:864095-865510:+,54,40
NC_002516.2:865636-866451:-,2,1
NC_002516.2:866558-867346:+,3,7
NC_002516.2:867324-868808:-,13,6
NC_002516.2:868943-870130:-,15,10
NC_002516.2:870249-872855:-,47,13
NC_002516.2:872986-874113:-,100,26
NC_002516.2:874206-875102:-,43,27
NC_002516.2:875113-875835:-,32,29
NC_002516.2:875953-876603:+,3,16
NC_002516.2:876617-878608:-,27,11
NC_002516.2:879027-879560:+,16,1
NC_002516.2:879557-881077:+,40,10
NC_002516.2:881077-881400:+,6,1
NC_002516.2:881486-881926:+,5,5
NC_002516.2:881958-882779:+,32,17
NC_002516.2:882989-883216:-,877,237
NC_002516.2:883777-884172:+,0,0
NC_002516.2:884799-885566:+,12,9
NC_002516.2:885635-886108:+,18,13
NC_002516.2:886160-887476:-,6,3
NC_002516.2:887583-888284:-,8,4
NC_002516.2:888315-889562:-,5,5
NC_002516.2:889559-890854:-,4,1
NC_002516.2:891142-892389:-,3,1
NC_002516.2:892386-892820:-,2,1
NC_002516.2:893041-893994:+,11,7
NC_002516.2:893967-894851:-,13,7
NC_002516.2:894952-895377:+,3,1
NC_002516.2:895396-895668:-,0,0
NC_002516.2:895824-896117:+,1,1
NC_002516.2:896416-897228:+,79,28
NC_002516.2:897335-898423:-,22,27
NC_002516.2:898908-899141:-,0,0
NC_002516.2:899138-899656:-,2,0
NC_002516.2:899830-900165:-,5,0
NC_002516.2:900408-901046:-,22,6
NC_002516.2:901934-902812:-,10,4
NC_002516.2:902900-903583:+,3,4
NC_002516.2:903692-904633:+,3,4
NC_002516.2:904768-905601:-,15,5
NC_002516.2:905726-906745:+,10,8
NC_002516.2:906847-907488:+,33,9
NC_002516.2:907594-908307:+,80,88
NC_002516.2:908377-909291:-,22,13
NC_002516.2:909418-911532:-,72,70
NC_002516.2:911595-912779:-,20,23
NC_002516.2:913086-913571:+,582,131
NC_002516.2:913777-914259:+,75,42
NC_002516.2:914412-915002:+,3,5
NC_002516.2:915043-916155:+,13,8
NC_002516.2:916346-917305:+,6,4
NC_002516.2:917309-918529:-,2,0
NC_002516.2:918617-919240:-,3,11
NC_002516.2:919258-921450:-,3,4
NC_002516.2:921792-923804:-,3,4
NC_002516.2:924182-924922:-,21,14
NC_002516.2:925007-927214:-,10,19
NC_002516.2:927147-927746:+,39,10
NC_002516.2:927880-928830:+,46,27
NC_002516.2:929084-929503:+,6,0
NC_002516.2:929514-930476:-,12,7
NC_002516.2:930653-931822:-,51,14
NC_002516.2:932102-932725:-,19,18
NC_002516.2:932718-934112:-,55,27
NC_002516.2:934241-935260:-,29,17
NC_002516.2:935427-935975:+,272,97
NC_002516.2:935989-936294:+,40,34
NC_002516.2:936459-937397:+,66,47
NC_002516.2:937437-938039:+,8,6
NC_002516.2:938032-939822:+,18,28
NC_002516.2:940117-942573:+,32,20
NC_002516.2:942648-943430:+,208,40
NC_002516.2:943482-944441:-,11,2
NC_002516.2:944724-945512:-,11,5
NC_002516.2:945834-946907:+,31,10
NC_002516.2:947205-948623:+,6,7
NC_002516.2:948776-949159:+,159,31
NC_002516.2:949280-949693:+,14,7
NC_002516.2:949716-950648:-,35,12
NC_002516.2:950962-952161:-,56,36
NC_002516.2:952158-952514:-,44,9
NC_002516.2:952619-953407:-,45,20
NC_002516.2:953691-955250:+,43,19
NC_002516.2:955456-955722:-,1,0
NC_002516.2:955991-958186:-,4,9
NC_002516.2:958406-959350:+,36,19
NC_002516.2:959484-960380:-,7,2
NC_002516.2:960497-961324:+,1,2
NC_002516.2:961370-962530:+,4,0
NC_002516.2:962545-962925:+,0,0
NC_002516.2:962964-964316:+,1,1
NC_002516.2:964372-965574:+,1,5
NC_002516.2:965585-966412:+,4,3
NC_002516.2:966526-967521:+,1,3
NC_002516.2:967570-968208:+,3,0
NC_002516.2:968205-969488:+,8,0
NC_002516.2:969670-971625:+,1486,113
NC_002516.2:972166-972945:+,214,60
NC_002516.2:973064-973753:+,34,13
NC_002516.2:973770-974468:+,52,7
NC_002516.2:974482-975594:+,58,12
NC_002516.2:975613-976377:+,48,12
NC_002516.2:976410-977399:+,21,11
NC_002516.2:977420-977743:-,1,0
NC_002516.2:977910-979130:+,172,60
NC_002516.2:979329-980345:+,58,27
NC_002516.2:980357-981379:+,38,16
NC_002516.2:981422-982888:+,109,15
NC_002516.2:982885-984231:+,182,63
NC_002516.2:984245-984535:+,91,17
NC_002516.2:984549-985547:+,65,36
NC_002516.2:985692-986696:+,56,20
NC_002516.2:986818-989442:+,728,134
NC_002516.2:989590-990828:+,400,148
NC_002516.2:991013-991198:+,589,180
NC_002516.2:991830-992543:-,13,6
NC_002516.2:992714-993244:+,6,2
NC_002516.2:993409-993783:+,5,2
NC_002516.2:993776-994051:+,4,3
NC_002516.2:994143-994646:+,3,1
NC_002516.2:994699-995151:+,6,8
NC_002516.2:995172-995711:-,12,2
NC_002516.2:996038-997486:+,69,86
NC_002516.2:997536-997928:-,1,4
NC_002516.2:997921-998382:-,8,4
NC_002516.2:998444-999766:-,82,16
NC_002516.2:1000013-1001917:+,75,40
NC_002516.2:1001972-1002520:-,43,7
NC_002516.2:1002681-1003964:-,23,24
NC_002516.2:1003966-1006611:-,32,36
NC_002516.2:1006860-1007219:+,44,35
NC_002516.2:1007234-1007548:-,28,15
NC_002516.2:1007950-1008999:+,18,12
NC_002516.2:1009006-1010934:-,2,16
NC_002516.2:1011047-1011454:-,20,11
NC_002516.2:1011522-1011947:-,29,35
NC_002516.2:1011983-1012972:-,32,5
NC_002516.2:1012975-1015752:-,75,27
NC_002516.2:1015938-1016657:+,15,2
NC_002516.2:1016657-1017994:+,21,4
NC_002516.2:1018230-1020458:+,5,6
NC_002516.2:1020708-1021607:+,106,51
NC_002516.2:1021616-1022968:+,87,62
NC_002516.2:1023053-1025296:+,215,150
NC_002516.2:1025401-1026231:+,51,17
NC_002516.2:1026274-1027212:-,154,106
NC_002516.2:1027445-1027984:+,105,42
NC_002516.2:1028172-1029500:+,380,170
NC_002516.2:1029825-1030151:-,2,5
NC_002516.2:1030157-1030411:-,2,2
NC_002516.2:1030423-1030656:-,2,2
NC_002516.2:1030772-1031332:+,11,8
NC_002516.2:1031386-1032102:-,142,57
NC_002516.2:1032095-1032763:-,63,22
NC_002516.2:1032763-1033824:-,211,36
NC_002516.2:1034038-1035075:+,69,29
NC_002516.2:1035277-1035981:+,30,32
NC_002516.2:1036158-1036577:-,21,7
NC_002516.2:1036579-1037175:-,56,13
NC_002516.2:1037172-1037525:-,75,12
NC_002516.2:1037650-1038885:+,45,25
NC_002516.2:1039044-1039229:+,21,40
NC_002516.2:1039240-1039623:-,6,7
NC_002516.2:1039968-1040432:+,69,24
NC_002516.2:1040432-1040707:+,38,9
NC_002516.2:1040724-1041680:-,70,47
NC_002516.2:1041689-1043404:-,319,181
NC_002516.2:1043512-1043919:+,7,5
NC_002516.2:1043983-1045314:-,1168,234
NC_002516.2:1045832-1046461:+,60,37
NC_002516.2:1046462-1046671:+,12,16
NC_002516.2:1046720-1047334:-,46,38
NC_002516.2:1047549-1048019:-,422,92
NC_002516.2:1048459-1050234:+,492,177
NC_002516.2:1050301-1051047:+,224,120
NC_002516.2:1051132-1051656:+,23,32
NC_002516.2:1051673-1052278:+,48,54
NC_002516.2:1052289-1053347:+,87,84
NC_002516.2:1053400-1053846:+,191,62
NC_002516.2:1053848-1054543:+,393,84
NC_002516.2:1054566-1055006:+,165,109
NC_002516.2:1055009-1056052:+,203,201
NC_002516.2:1056049-1057347:+,437,250
NC_002516.2:1057400-1057906:+,2255,450
NC_002516.2:1057916-1058740:+,362,164
NC_002516.2:1058812-1059606:+,157,16
NC_002516.2:1059622-1060296:+,89,5
NC_002516.2:1061207-1062034:-,0,2
NC_002516.2:1062061-1062369:-,1,0
NC_002516.2:1062921-1063544:+,72,37
NC_002516.2:1064555-1065103:-,10,35
NC_002516.2:1065138-1065425:+,2,5
NC_002516.2:1065970-1066296:+,17,4
NC_002516.2:1066321-1067817:-,67,18
NC_002516.2:1068193-1068456:+,1,0
NC_002516.2:1068489-1069331:+,0,3
NC_002516.2:1069769-1070173:+,37,40
NC_002516.2:1070294-1070854:-,10,3
NC_002516.2:1071239-1071877:-,3,7
NC_002516.2:1073285-1073902:+,8,1
NC_002516.2:1073960-1074673:+,2,1
NC_002516.2:1074784-1077303:+,8,7
NC_002516.2:1077383-1077904:-,24,20
NC_002516.2:1078462-1080015:+,8,5
NC_002516.2:1080009-1080860:+,7,4
NC_002516.2:1080853-1081899:+,12,3
NC_002516.2:1081942-1082955:+,9,4
NC_002516.2:1082949-1083854:+,4,6
NC_002516.2:1083972-1085564:+,15,12
NC_002516.2:1085542-1086144:+,2,1
NC_002516.2:1086097-1087095:-,55,30
NC_002516.2:1087843-1088901:+,54,32
NC_002516.2:1089010-1090443:-,42,27
NC_002516.2:1090606-1090857:+,23,22
NC_002516.2:1090891-1091964:+,31,43
NC_002516.2:1092025-1092498:-,155,30
NC_002516.2:1092510-1093067:-,76,18
NC_002516.2:1093251-1094129:+,345,86
NC_002516.2:1094147-1095337:+,264,89
NC_002516.2:1095276-1096034:+,74,62
NC_002516.2:1096063-1096773:+,209,66
NC_002516.2:1097296-1098288:+,87,22
NC_002516.2:1098328-1099128:-,35,9
NC_002516.2:1099669-1100820:+,11,5
NC_002516.2:1100930-1103077:+,8,5
NC_002516.2:1103061-1103927:+,1,3
NC_002516.2:1104009-1105364:+,3,0
NC_002516.2:1105388-1105795:+,1,3
NC_002516.2:1105888-1107000:+,23,3
NC_002516.2:1107000-1107761:+,14,3
NC_002516.2:1107763-1108908:+,15,4
NC_002516.2:1108949-1109866:+,28,2
NC_002516.2:1109882-1110868:+,10,4
NC_002516.2:1110947-1112197:+,8,1
NC_002516.2:1112574-1113050:-,6,8
NC_002516.2:1113129-1114718:+,44,10
NC_002516.2:1114774-1116060:+,12,4
NC_002516.2:1116635-1117390:+,25,12
NC_002516.2:1118158-1119519:+,22,24
NC_002516.2:1119674-1122217:-,83,33
NC_002516.2:1122340-1122981:-,68,11
NC_002516.2:1123148-1123348:-,24,1
NC_002516.2:1123356-1123850:-,57,19
NC_002516.2:1124165-1124725:+,14,4
NC_002516.2:1124845-1125465:-,1,5
NC_002516.2:1125548-1125865:-,11,3
NC_002516.2:1125865-1126338:-,29,4
NC_002516.2:1126341-1126838:-,19,5
NC_002516.2:1126969-1127601:+,101,61
NC_002516.2:1127717-1128016:+,23,4
NC_002516.2:1128009-1128818:+,33,8
NC_002516.2:1128857-1129321:-,14,3
NC_002516.2:1129451-1131595:+,67,34
NC_002516.2:1131674-1133947:+,31,24
NC_002516.2:1134024-1135202:+,38,10
NC_002516.2:1135408-1136289:+,132,48
NC_002516.2:1136388-1137035:+,29,23
NC_002516.2:1137043-1138155:+,26,15
NC_002516.2:1138314-1139672:+,188,83
NC_002516.2:1139714-1140859:+,177,38
NC_002516.2:1140838-1141080:-,8,2
NC_002516.2:1141268-1141732:+,350,63
NC_002516.2:1142061-1144862:+,62,25
NC_002516.2:1144862-1145200:+,13,5
NC_002516.2:1145197-1146696:+,29,18
NC_002516.2:1146693-1147217:+,12,10
NC_002516.2:1147202-1147471:+,12,12
NC_002516.2:1147468-1147815:+,10,8
NC_002516.2:1147928-1148833:+,14,29
NC_002516.2:1148844-1149941:+,30,14
NC_002516.2:1149952-1150473:+,34,10
NC_002516.2:1150470-1150721:+,8,4
NC_002516.2:1150750-1151415:-,40,16
NC_002516.2:1151435-1151908:+,8,6
NC_002516.2:1151919-1152575:-,18,1
NC_002516.2:1152624-1153538:+,8,5
NC_002516.2:1153637-1155547:+,181,50
NC_002516.2:1155584-1157878:+,445,101
NC_002516.2:1157954-1158655:-,42,21
NC_002516.2:1158658-1159425:-,50,17
NC_002516.2:1159422-1160675:-,40,23
NC_002516.2:1160672-1161595:-,43,22
NC_002516.2:1161856-1162977:-,614,116
NC_002516.2:1163276-1163593:+,17,6
NC_002516.2:1163660-1164022:+,31,27
NC_002516.2:1164275-1164682:+,14,16
NC_002516.2:1164688-1165128:+,41,23
NC_002516.2:1165141-1165854:+,59,50
NC_002516.2:1165882-1167270:+,246,82
NC_002516.2:1167488-1168237:+,68,34
NC_002516.2:1168284-1169069:+,126,82
NC_002516.2:1169115-1169810:+,29,36
NC_002516.2:1169822-1170931:+,63,52
NC_002516.2:1170942-1172144:+,35,20
NC_002516.2:1172163-1174214:+,78,50
NC_002516.2:1174240-1175559:+,92,45
NC_002516.2:1175614-1176375:+,50,42
NC_002516.2:1176380-1176982:+,43,34
NC_002516.2:1176958-1177620:+,39,33
NC_002516.2:1177613-1182697:+,206,174
NC_002516.2:1183058-1184524:+,2016,1108
NC_002516.2:1184603-1184974:+,101,133
NC_002516.2:1185060-1186484:+,539,501
NC_002516.2:1186606-1186986:+,418,114
NC_002516.2:1187009-1187305:+,50,58
NC_002516.2:1187587-1189059:+,247,174
NC_002516.2:1189172-1190380:+,44,46
NC_002516.2:1190385-1191806:+,56,33
NC_002516.2:1192053-1192382:+,25,45
NC_002516.2:1192405-1194201:+,44,135
NC_002516.2:1194207-1195223:+,47,68
NC_002516.2:1195225-1196031:+,38,48
NC_002516.2:1196021-1197376:+,36,37
NC_002516.2:1197390-1197833:+,6,3
NC_002516.2:1197838-1198551:-,11,5
NC_002516.2:1198750-1199946:-,8,11
NC_002516.2:1200063-1201220:-,1,2
NC_002516.2:1201310-1202089:+,7,7
NC_002516.2:1202094-1202804:-,28,18
NC_002516.2:1202917-1203540:+,1,7
NC_002516.2:1203633-1204781:+,12,10
NC_002516.2:1204785-1205006:-,12,14
NC_002516.2:1205107-1205298:-,68,73
NC_002516.2:1205771-1207537:+,16,7
NC_002516.2:1207540-1207875:-,7,9
NC_002516.2:1207979-1210303:-,27,28
NC_002516.2:1210558-1211397:+,36,6
NC_002516.2:1211407-1211781:-,19,7
NC_002516.2:1211888-1212571:-,32,31
NC_002516.2:1212717-1213223:-,25,19
NC_002516.2:1213195-1214502:-,28,16
NC_002516.2:1214502-1215074:-,21,33
NC_002516.2:1216120-1216440:-,5,4
NC_002516.2:1216671-1218167:+,36,20
NC_002516.2:1218181-1218933:+,5,9
NC_002516.2:1218940-1219527:-,53,32
NC_002516.2:1219621-1220610:-,513,170
NC_002516.2:1220745-1221656:+,4,3
NC_002516.2:1221691-1222098:+,4,0
NC_002516.2:1222095-1223072:-,29,13
NC_002516.2:1223060-1224328:-,34,27
NC_002516.2:1224641-1225330:+,7,9
NC_002516.2:1225340-1225690:-,1,0
NC_002516.2:1225757-1226278:-,0,2
NC_002516.2:1226427-1227302:-,37,7
NC_002516.2:1227474-1228205:+,11,5
NC_002516.2:1228212-1229198:-,1,2
NC_002516.2:1229344-1230219:+,5,5
NC_002516.2:1230310-1231158:+,14,3
NC_002516.2:1231256-1232092:-,16,7
NC_002516.2:1232229-1233131:-,10,2
NC_002516.2:1233297-1234013:-,15,4
NC_002516.2:1234095-1234748:-,2,3
NC_002516.2:1234816-1236150:-,1,0
NC_002516.2:1236644-1237546:+,10,10
NC_002516.2:1237551-1238732:-,1,0
NC_002516.2:1238834-1240324:-,5,3
NC_002516.2:1240584-1242500:-,3,2
NC_002516.2:1242750-1243118:-,2,7
NC_002516.2:1243594-1245663:+,109,53
NC_002516.2:1245665-1245928:+,136,24
NC_002516.2:1247932-1248486:-,2,1
NC_002516.2:1249019-1249552:-,2,2
NC_002516.2:1249907-1251154:-,485,187
NC_002516.2:1251418-1254309:-,895,135
NC_002516.2:1255042-1255752:+,44,15
NC_002516.2:1256094-1257452:+,21,8
NC_002516.2:1257772-1257981:+,2028,283
NC_002516.2:1258087-1258470:-,22,8
NC_002516.2:1258488-1259291:-,12,7
NC_002516.2:1259291-1260442:-,60,13
NC_002516.2:1260557-1263166:-,5,7
NC_002516.2:1263378-1264190:+,17,8
NC_002516.2:1264191-1264919:-,5,2
NC_002516.2:1265147-1265935:-,3,4
NC_002516.2:1266111-1266782:+,4,7
NC_002516.2:1267282-1267602:+,4303,301
NC_002516.2:1267680-1269737:+,1748,344
NC_002516.2:1269781-1270515:-,24,30
NC_002516.2:1270972-1272168:+,51,17
NC_002516.2:1272200-1272796:-,13,6
NC_002516.2:1272807-1273298:-,9,0
NC_002516.2:1273309-1275798:-,39,33
NC_002516.2:1275795-1276124:-,4,3
NC_002516.2:1276117-1276608:-,10,5
NC_002516.2:1276617-1276784:-,9,17
NC_002516.2:1277006-1277608:+,157,24
NC_002516.2:1277688-1278365:+,107,20
NC_002516.2:1278362-1279708:+,43,23
NC_002516.2:1279810-1283172:+,21,40
NC_002516.2:1283176-1284177:-,7,7
NC_002516.2:1284513-1285823:+,0,6
NC_002516.2:1285898-1286788:-,5,1
NC_002516.2:1286990-1287619:+,1,1
NC_002516.2:1287616-1288635:+,2,1
NC_002516.2:1288737-1289876:+,4,4
NC_002516.2:1289965-1291146:+,19,3
NC_002516.2:1291148-1291645:-,13,12
NC_002516.2:1291813-1292412:-,58,6
NC_002516.2:1292571-1293164:-,7,7
NC_002516.2:1293267-1294091:+,69,39
NC_002516.2:1294138-1294809:+,19,18
NC_002516.2:1294811-1296229:-,0,4
NC_002516.2:1296334-1297098:-,4,3
NC_002516.2:1297309-1298709:+,8,16
NC_002516.2:1298722-1299492:+,14,17
NC_002516.2:1299558-1300175:+,201,115
NC_002516.2:1300258-1300791:+,47,18
NC_002516.2:1300811-1301473:+,21,18
NC_002516.2:1301481-1302395:-,12,5
NC_002516.2:1302696-1303313:+,195,39
NC_002516.2:1303457-1303864:+,29,6
NC_002516.2:1303892-1304449:+,42,11
NC_002516.2:1304476-1305423:+,56,21
NC_002516.2:1305583-1306056:+,24,7
NC_002516.2:1306059-1307900:+,31,17
NC_002516.2:1308067-1309566:+,7,6
NC_002516.2:1309583-1310518:-,27,15
NC_002516.2:1310688-1311386:-,2,5
NC_002516.2:1311504-1312139:-,0,1
NC_002516.2:1312136-1313365:-,0,4
NC_002516.2:1313362-1314321:-,1,0
NC_002516.2:1314318-1315916:-,0,1
NC_002516.2:1315916-1317202:-,6,5
NC_002516.2:1317404-1318150:-,5,4
NC_002516.2:1318147-1319514:-,8,3
NC_002516.2:1319511-1320389:-,4,3
NC_002516.2:1320386-1321000:-,2,1
NC_002516.2:1320994-1322256:-,4,7
NC_002516.2:1322253-1324109:-,11,2
NC_002516.2:1324793-1325950:-,18,15
NC_002516.2:1326046-1326939:-,4,2
NC_002516.2:1327024-1327803:+,12,2
NC_002516.2:1327813-1328439:-,2,1
NC_002516.2:1328545-1329153:+,9,2
NC_002516.2:1329192-1330040:+,6,5
NC_002516.2:1330117-1330467:-,2,0
NC_002516.2:1330577-1331383:-,2,3
NC_002516.2:1331517-1331714:+,3,0
NC_002516.2:1331727-1332635:+,4,1
NC_002516.2:1332635-1334674:+,4,6
NC_002516.2:1334671-1334928:+,1,0
NC_002516.2:1334950-1335453:-,33,10
NC_002516.2:1335645-1336427:+,14,5
NC_002516.2:1336430-1337941:-,3,5
NC_002516.2:1337931-1339082:-,3,2
NC_002516.2:1339079-1340527:-,1,2
NC_002516.2:1340910-1341794:-,1,6
NC_002516.2:1341851-1342648:-,10,2
NC_002516.2:1342813-1343373:+,2,10
NC_002516.2:1343453-1345225:+,5,18
NC_002516.2:1345248-1347824:-,27,44
NC_002516.2:1348060-1348401:-,115,36
NC_002516.2:1349416-1350660:+,17,8
NC_002516.2:1350747-1352528:+,11,18
NC_002516.2:1352525-1353823:+,8,6
NC_002516.2:1353827-1355272:+,6,4
NC_002516.2:1355631-1357070:+,57,13
NC_002516.2:1357317-1357712:+,65,16
NC_002516.2:1357725-1359350:-,6,2
NC_002516.2:1359590-1360594:+,13,5
NC_002516.2:1360698-1362278:-,0,4
NC_002516.2:1362371-1363288:-,1,7
NC_002516.2:1363439-1364473:-,4,4
NC_002516.2:1364499-1365221:-,2,2
NC_002516.2:1365218-1365862:-,2,2
NC_002516.2:1365873-1366538:-,2,1
NC_002516.2:1366538-1368280:-,2,4
NC_002516.2:1368339-1369160:-,6,2
NC_002516.2:1369418-1370092:-,4,1
NC_002516.2:1370257-1371699:-,4,2
NC_002516.2:1371738-1372682:+,14,13
NC_002516.2:1372979-1373845:-,3,3
NC_002516.2:1373945-1374847:+,0,0
NC_002516.2:1374844-1376097:-,3,1
NC_002516.2:1376327-1377442:-,1,0
NC_002516.2:1377439-1378383:-,1,2
NC_002516.2:1378500-1379168:-,13,10
NC_002516.2:1379413-1381452:+,7,6
NC_002516.2:1381804-1383654:+,68,31
NC_002516.2:1383718-1384329:+,67,11
NC_002516.2:1384361-1385668:+,23,7
NC_002516.2:1385670-1386326:+,29,8
NC_002516.2:1386323-1387261:+,34,12
NC_002516.2:1387254-1388249:+,35,13
NC_002516.2:1388242-1389714:+,44,19
NC_002516.2:1389707-1390228:+,25,5
NC_002516.2:1390225-1391280:+,34,13
NC_002516.2:1391277-1391861:+,21,8
NC_002516.2:1391864-1392601:+,15,9
NC_002516.2:1392564-1394069:-,1,1
NC_002516.2:1394188-1394748:+,22,6
NC_002516.2:1394779-1396599:-,6,4
NC_002516.2:1396731-1397180:+,10,4
NC_002516.2:1397254-1398453:+,2,0
NC_002516.2:1398618-1399172:+,36,10
NC_002516.2:1399231-1400505:-,223,43
NC_002516.2:1400711-1401190:-,0,0
NC_002516.2:1401412-1402005:-,4,0
NC_002516.2:1402117-1402956:+,12,3
NC_002516.2:1402981-1403835:-,47,13
NC_002516.2:1404136-1405197:-,84,16
NC_002516.2:1405338-1406462:+,53,17
NC_002516.2:1406459-1406752:+,17,3
NC_002516.2:1407007-1407939:+,37,31
NC_002516.2:1407951-1408931:-,10,1
NC_002516.2:1408999-1409274:+,2,2
NC_002516.2:1409351-1409800:+,23,8
NC_002516.2:1409949-1410476:+,3,3
NC_002516.2:1410473-1411456:+,2,1
NC_002516.2:1411585-1414140:+,7,13
NC_002516.2:1414147-1414686:-,5,5
NC_002516.2:1414763-1416814:-,64,15
NC_002516.2:1416963-1417436:+,64,47
NC_002516.2:1417500-1417961:+,30,20
NC_002516.2:1417965-1418738:+,86,48
NC_002516.2:1418765-1419289:+,18,7
NC_002516.2:1419298-1420158:-,9,3
NC_002516.2:1420326-1421441:+,9,2
NC_002516.2:1421477-1422304:+,2,4
NC_002516.2:1422355-1423266:-,3,2
NC_002516.2:1423374-1424732:+,4,2
NC_002516.2:1424746-1425132:+,7,2
NC_002516.2:1425140-1425754:-,8,8
NC_002516.2:1425912-1427453:+,5,4
NC_002516.2:1428080-1429075:+,83,20
NC_002516.2:1429082-1431058:+,137,27
NC_002516.2:1431062-1431691:+,37,8
NC_002516.2:1431691-1432026:+,39,20
NC_002516.2:1432037-1432927:+,29,29
NC_002516.2:1433166-1435364:+,6,4
NC_002516.2:1435493-1435825:+,62,79
NC_002516.2:1435885-1436397:+,29,77
NC_002516.2:1436663-1437070:+,68,11
NC_002516.2:1437067-1438614:+,165,18
NC_002516.2:1438706-1440676:+,30,33
NC_002516.2:1440639-1441547:-,8,2
NC_002516.2:1441632-1442063:+,0,0
NC_002516.2:1442069-1442848:+,8,3
NC_002516.2:1442904-1444451:-,5,7
NC_002516.2:1444720-1445271:-,0,2
